,utterance,intent
3568,"Hey, what's the genre of Quantz? ",ReqGameInfo
3569,"Hey, what's the genre of Dark Strokes: The Legend of the Snow Kingdom Collector’s Edition? ",ReqGameInfo
3570,"Hey, what's the genre of Tainted Fate? ",ReqGameInfo
3571,"Hey, what's the genre of The Apartment? ",ReqGameInfo
3572,"Hey, what's the genre of InMind VR? ",ReqGameInfo
3573,"Hey, what's the genre of Train Simulator 2019? ",ReqGameInfo
3574,"Hey, what's the genre of Fiery Disaster? ",ReqGameInfo
3575,"Hey, what's the genre of Access? ",ReqGameInfo
3576,"Hey, what's the genre of Finders? ",ReqGameInfo
3577,"Hey, what's the genre of Among Us? ",ReqGameInfo
3578,What's the release date of The Stargazers? ,ReqGameInfo
3579,What's the release date of Missing Road? ,ReqGameInfo
3580,What's the release date of Mall Empire? ,ReqGameInfo
3581,What's the release date of Caramba!? ,ReqGameInfo
3582,What's the release date of Cash Crop? ,ReqGameInfo
3583,What's the release date of Drive Isle? ,ReqGameInfo
3584,What's the release date of Armada: Modern Tanks? ,ReqGameInfo
3585,What's the release date of Acute Art? ,ReqGameInfo
3586,What's the release date of Gachi Gang? ,ReqGameInfo
3587,What's the release date of Reflex? ,ReqGameInfo
3588,What's the category of Voltage? ,ReqGameInfo
3589,What's the category of Blast the Past? ,ReqGameInfo
3590,What's the category of Float? ,ReqGameInfo
3591,What's the category of Kung Fu Strike - The Warrior's Rise? ,ReqGameInfo
3592,What's the category of Across Flash? ,ReqGameInfo
3593,What's the category of Blackwell Deception? ,ReqGameInfo
3594,What's the category of ShowdownVR? ,ReqGameInfo
3595,What's the category of Nin! Nin! Ninja!!!? ,ReqGameInfo
3596,What's the category of Bravada? ,ReqGameInfo
3597,What's the category of Deadly Zone? ,ReqGameInfo
3598,Can you tell me the game tag of Quantum Legend - VR Experience? ,ReqGameInfo
3599,Can you tell me the game tag of Time Tenshi Paradox: Episode 2? ,ReqGameInfo
3600,Can you tell me the game tag of IRO HERO? ,ReqGameInfo
3602,Can you tell me the game tag of Next 3? ,ReqGameInfo
3603,Can you tell me the game tag of Knockout League - Arcade VR Boxing? ,ReqGameInfo
3604,Can you tell me the game tag of Evening Star? ,ReqGameInfo
3605,Can you tell me the game tag of Solmec: Among Stars? ,ReqGameInfo
3606,Can you tell me the game tag of Mhakna Gramura and Fairy Bell? ,ReqGameInfo
3607,Can you tell me the game tag of Ionball 2: Ionstorm? ,ReqGameInfo
3608,What's the publisher of MochiMochi? ,ReqGameInfo
3609,What's the publisher of Can't Drive This? ,ReqGameInfo
3610,What's the publisher of 1vs1: Battle Royale for the throne? ,ReqGameInfo
3611,What's the publisher of Seven Bullets Zombie Apocalypse? ,ReqGameInfo
3612,What's the publisher of The Devil's Calculator? ,ReqGameInfo
3613,What's the publisher of Bomb Chicken? ,ReqGameInfo
3614,What's the publisher of Spate? ,ReqGameInfo
3615,What's the publisher of Viral EX? ,ReqGameInfo
3616,What's the publisher of Trial of the Demon Hunter? ,ReqGameInfo
3617,What's the publisher of Mantis Burn Racing®? ,ReqGameInfo
3618,"Hi, who's the developer of Toukiden: Kiwami? ",ReqGameInfo
3619,"Hi, who's the developer of SunAge: Battle for Elysium? ",ReqGameInfo
3620,"Hi, who's the developer of Roadside Assistance Simulator? ",ReqGameInfo
3621,"Hi, who's the developer of Google Spotlight Stories: On Ice? ",ReqGameInfo
3622,"Hi, who's the developer of Brigador: Up-Armored Edition? ",ReqGameInfo
3623,"Hi, who's the developer of Escape Camp Waddalooh? ",ReqGameInfo
3624,"Hi, who's the developer of The Legend of Monster Mountain? ",ReqGameInfo
3625,"Hi, who's the developer of ARK -the lost fairytale-? ",ReqGameInfo
3626,"Hi, who's the developer of Super Motherload? ",ReqGameInfo
3627,"Hi, who's the developer of Newt's Voyage? ",ReqGameInfo
3628,"Hey, what's the genre of Plates? ",ReqGameInfo
3629,"Hey, what's the genre of Reynard? ",ReqGameInfo
3630,"Hey, what's the genre of Battleborn? ",ReqGameInfo
3631,"Hey, what's the genre of Landinar: Into the Void? ",ReqGameInfo
3632,"Hey, what's the genre of Fitzzle Fearless Sharks? ",ReqGameInfo
3633,"Hey, what's the genre of Hardnoid? ",ReqGameInfo
3634,"Hey, what's the genre of Rotastic? ",ReqGameInfo
3635,"Hey, what's the genre of Moral King? ",ReqGameInfo
3636,"Hey, what's the genre of The Maid_san's Caving Adventure - メイドさん洞窟探検 -? ",ReqGameInfo
3637,"Hey, what's the genre of The Darkness II? ",ReqGameInfo
3638,What's the release date of Desperados 2: Cooper's Revenge? ,ReqGameInfo
3639,What's the release date of Spacescape? ,ReqGameInfo
3640,What's the release date of Scania Truck Driving Simulator? ,ReqGameInfo
3641,What's the release date of ComPet - Epic Beast Battles? ,ReqGameInfo
3642,What's the release date of The Ship: Remasted? ,ReqGameInfo
3643,What's the release date of Gauntlet™ Slayer Edition? ,ReqGameInfo
3644,What's the release date of Queen's Tales: Sins of the Past Collector's Edition? ,ReqGameInfo
3645,What's the release date of Havocado? ,ReqGameInfo
3646,What's the release date of LEGO® City Undercover? ,ReqGameInfo
3647,What's the release date of Beer Bar? ,ReqGameInfo
3648,What's the category of FRONTIERS? ,ReqGameInfo
3649,What's the category of Beer'em Up? ,ReqGameInfo
3650,What's the category of Take That? ,ReqGameInfo
3651,What's the category of Trainz Settle and Carlisle? ,ReqGameInfo
3652,What's the category of Cubic Color? ,ReqGameInfo
3653,What's the category of Hero Go? ,ReqGameInfo
3654,What's the category of Abyssal Zone? ,ReqGameInfo
3655,"What's the category of Beer, Babes and Dragons? ",ReqGameInfo
3656,What's the category of Megabyte Punch? ,ReqGameInfo
3657,What's the category of Inevitable VR? ,ReqGameInfo
3658,Can you tell me the game tag of Sky Break? ,ReqGameInfo
3659,Can you tell me the game tag of PixelJunk™ Eden? ,ReqGameInfo
3660,Can you tell me the game tag of Lucky Night: Poker Games? ,ReqGameInfo
3661,Can you tell me the game tag of Tap Tap Legions - Epic battles within 5 seconds!? ,ReqGameInfo
3662,Can you tell me the game tag of Chroma Shift? ,ReqGameInfo
3663,Can you tell me the game tag of 15 Days? ,ReqGameInfo
3664,Can you tell me the game tag of B.A.D Battle Armor Division? ,ReqGameInfo
3665,Can you tell me the game tag of Gold Magic 800? ,ReqGameInfo
3666,Can you tell me the game tag of Stream Buddy? ,ReqGameInfo
3667,Can you tell me the game tag of The Essence Reaper Ritual? ,ReqGameInfo
3668,What's the publisher of Evoland Legendary Edition? ,ReqGameInfo
3669,What's the publisher of AVSEQ? ,ReqGameInfo
3670,What's the publisher of Emily is Away Too? ,ReqGameInfo
3671,What's the publisher of Neko Dungeon 喵酱迷城 喵醬迷城 ねこダンジョン? ,ReqGameInfo
3672,What's the publisher of Tethered? ,ReqGameInfo
3673,What's the publisher of Shadowgate: MacVenture Series? ,ReqGameInfo
3674,What's the publisher of Asteroid Deflector XL? ,ReqGameInfo
3675,What's the publisher of Reflections ~Dreams and Reality~? ,ReqGameInfo
3676,What's the publisher of Time of Dragons? ,ReqGameInfo
3677,What's the publisher of Breathe Peace World? ,ReqGameInfo
3678,"Hi, who's the developer of Orbit Defender? ",ReqGameInfo
3679,"Hi, who's the developer of Girls and Quiz? ",ReqGameInfo
3680,"Hi, who's the developer of Freeways? ",ReqGameInfo
3681,"Hi, who's the developer of Power War:The First Men? ",ReqGameInfo
3682,"Hi, who's the developer of I, Gladiator? ",ReqGameInfo
3683,"Hi, who's the developer of Brotherhood United? ",ReqGameInfo
3684,"Hi, who's the developer of Celia's Quest? ",ReqGameInfo
3685,"Hi, who's the developer of Slime Crunch? ",ReqGameInfo
3686,"Hi, who's the developer of Last Heroes 4? ",ReqGameInfo
3687,"Hi, who's the developer of Sakura Sadist? ",ReqGameInfo
3688,"Hey, what's the genre of Has-Been Heroes? ",ReqGameInfo
3689,"Hey, what's the genre of Gunship!? ",ReqGameInfo
3690,"Hey, what's the genre of There Was A Caveman? ",ReqGameInfo
3692,"Hey, what's the genre of Square's Route? ",ReqGameInfo
3693,"Hey, what's the genre of Do Not Fall? ",ReqGameInfo
3694,"Hey, what's the genre of Battle Tanks: Legends of World War II? ",ReqGameInfo
3695,"Hey, what's the genre of Devil in the Pines? ",ReqGameInfo
3696,"Hey, what's the genre of 18 Wheels of Steel: American Long Haul? ",ReqGameInfo
3697,"Hey, what's the genre of Happy Room? ",ReqGameInfo
3698,What's the release date of Next 4? ,ReqGameInfo
3699,What's the release date of Prison Chainball Massacre? ,ReqGameInfo
3700,What's the release date of Doodle Date? ,ReqGameInfo
3701,What's the release date of Fabulous - Angela's Wedding Disaster? ,ReqGameInfo
3702,What's the release date of Confess My Love? ,ReqGameInfo
3703,What's the release date of Go Kart Survival? ,ReqGameInfo
3704,What's the release date of Child Phobia: Nightcoming Fears? ,ReqGameInfo
3705,What's the release date of Die for Valhalla!? ,ReqGameInfo
3706,What's the release date of WISGR? ,ReqGameInfo
3707,What's the release date of Amerzone: The Explorer’s Legacy? ,ReqGameInfo
3708,What's the category of Tricky Cat? ,ReqGameInfo
3709,What's the category of Postal III? ,ReqGameInfo
3710,What's the category of BAE 2? ,ReqGameInfo
3711,What's the category of Last Salvo? ,ReqGameInfo
3712,What's the category of Space Shaft? ,ReqGameInfo
3713,What's the category of Ring Runner: Flight of the Sages? ,ReqGameInfo
3714,What's the category of Switch - Or Die Trying? ,ReqGameInfo
3715,What's the category of Cube Samurai: RUN!? ,ReqGameInfo
3716,What's the category of American VR Coasters? ,ReqGameInfo
3717,What's the category of Octave? ,ReqGameInfo
3718,Can you tell me the game tag of Equalizer? ,ReqGameInfo
3719,Can you tell me the game tag of Breaking Good? ,ReqGameInfo
3720,Can you tell me the game tag of Insane Decay of Mind: The Labyrinth? ,ReqGameInfo
3721,Can you tell me the game tag of Detective Butler: Maiden Voyage Murder? ,ReqGameInfo
3722,Can you tell me the game tag of Hidden Expedition: The Crown of Solomon Collector's Edition? ,ReqGameInfo
3723,Can you tell me the game tag of The Plan? ,ReqGameInfo
3724,Can you tell me the game tag of The Leisure of Grisaia? ,ReqGameInfo
3725,Can you tell me the game tag of Little Memories? ,ReqGameInfo
3726,Can you tell me the game tag of Break Through: Artificial Maze? ,ReqGameInfo
3727,Can you tell me the game tag of Dragon Fin Soup? ,ReqGameInfo
3728,What's the publisher of Nameless ~The one thing you must recall~? ,ReqGameInfo
3729,What's the publisher of PASHTET? ,ReqGameInfo
3730,What's the publisher of Sovereignty: Crown of Kings? ,ReqGameInfo
3731,What's the publisher of Fate/EXTELLA? ,ReqGameInfo
3732,What's the publisher of Save Dash? ,ReqGameInfo
3733,What's the publisher of Survival Zombies The Inverted Evolution? ,ReqGameInfo
3734,What's the publisher of 幻想四倍剣^2 悔悟棒の謎 / GensoYonbaiKen^2? ,ReqGameInfo
3735,What's the publisher of Left 4 Dead? ,ReqGameInfo
3736,What's the publisher of Vacant? ,ReqGameInfo
3737,What's the publisher of Fallen Sky Online? ,ReqGameInfo
3738,"Hi, who developed Ayo: A Rain Tale and what's its genre? ",ReqGameInfo
3739,"Hi, who developed Galactic Bulwark Strike and what's its genre? ",ReqGameInfo
3740,"Hi, who developed Inzo and what's its genre? ",ReqGameInfo
3741,"Hi, who developed LIGHT and what's its genre? ",ReqGameInfo
3742,"Hi, who developed Kara's Darkness Chapter One and what's its genre? ",ReqGameInfo
3743,"Hi, who developed Antenna and what's its genre? ",ReqGameInfo
3744,"Hi, who developed Pixel Gladiator and what's its genre? ",ReqGameInfo
3745,"Hi, who developed Pixelord and what's its genre? ",ReqGameInfo
3746,"Hi, who developed Urban Trial Freestyle and what's its genre? ",ReqGameInfo
3747,"Hi, who developed Life Beetle and what's its genre? ",ReqGameInfo
3748,"Hey, what's the release date and publisher for Tom Clancy’s Splinter Cell Blacklist? ",ReqGameInfo
3749,"Hey, what's the release date and publisher for Nogard? ",ReqGameInfo
3750,"Hey, what's the release date and publisher for Firefighters - The Simulation? ",ReqGameInfo
3751,"Hey, what's the release date and publisher for They Are Billions? ",ReqGameInfo
3752,"Hey, what's the release date and publisher for Putrefaction 2: Void Walker? ",ReqGameInfo
3753,"Hey, what's the release date and publisher for Laplace：拉普拉斯的神子? ",ReqGameInfo
3754,"Hey, what's the release date and publisher for The Last Warlock? ",ReqGameInfo
3755,"Hey, what's the release date and publisher for simian.interface++? ",ReqGameInfo
3756,"Hey, what's the release date and publisher for MX vs ATV All Out? ",ReqGameInfo
3757,"Hey, what's the release date and publisher for Noir Syndrome? ",ReqGameInfo
3758,What's the category and game tag for Up and Down? ,ReqGameInfo
3759,What's the category and game tag for Powernaut VANGARDT? ,ReqGameInfo
3760,What's the category and game tag for Action Alien? ,ReqGameInfo
3761,What's the category and game tag for Precision Sniping: Competitive? ,ReqGameInfo
3762,What's the category and game tag for Erannorth Reborn? ,ReqGameInfo
3763,What's the category and game tag for Mystery Case Files: Huntsville™? ,ReqGameInfo
3764,What's the category and game tag for Untamed: Life Of A Cougar? ,ReqGameInfo
3765,What's the category and game tag for Curvatron? ,ReqGameInfo
3766,What's the category and game tag for Lost Socks: Naughty Brothers? ,ReqGameInfo
3767,What's the category and game tag for Frog Hop? ,ReqGameInfo
3768,Can you tell me the genre and developer of Return to Mysterious Island? ,ReqGameInfo
3769,Can you tell me the genre and developer of Cortex? ,ReqGameInfo
3770,Can you tell me the genre and developer of Echoes of Aetheria? ,ReqGameInfo
3771,Can you tell me the genre and developer of Lucid Dream? ,ReqGameInfo
3772,Can you tell me the genre and developer of Grapple? ,ReqGameInfo
3773,Can you tell me the genre and developer of Zombasite? ,ReqGameInfo
3774,Can you tell me the genre and developer of Blind? ,ReqGameInfo
3775,Can you tell me the genre and developer of 69 Ways to Kill a Zombie? ,ReqGameInfo
3776,Can you tell me the genre and developer of Oil Baron? ,ReqGameInfo
3777,Can you tell me the genre and developer of Mini Z Racers Turbo? ,ReqGameInfo
3778,What's the publisher and release date for Taco Tom 2? ,ReqGameInfo
3779,What's the publisher and release date for Flying Pengy? ,ReqGameInfo
3780,What's the publisher and release date for STRIDER™ / ストライダー飛竜®? ,ReqGameInfo
3781,What's the publisher and release date for Frog Hop? ,ReqGameInfo
3782,What's the publisher and release date for Rugby League Team Manager 2015? ,ReqGameInfo
3783,What's the publisher and release date for Cinemaware Anthology: 1986-1991? ,ReqGameInfo
3784,What's the publisher and release date for GoalkeepVr? ,ReqGameInfo
3785,What's the publisher and release date for Barrel Boot Camp? ,ReqGameInfo
3786,What's the publisher and release date for Dead By Murder? ,ReqGameInfo
3787,What's the publisher and release date for Super Strawberry Man? ,ReqGameInfo
3788,"Hi, who's the developer and game tag for Cubesis? ",ReqGameInfo
3789,"Hi, who's the developer and game tag for Elon Must - Road to Respect? ",ReqGameInfo
3790,"Hi, who's the developer and game tag for Mustache Politics Shooter? ",ReqGameInfo
3791,"Hi, who's the developer and game tag for Bunny Parking? ",ReqGameInfo
3792,"Hi, who's the developer and game tag for The Journey to Fairytales? ",ReqGameInfo
3793,"Hi, who's the developer and game tag for Cubanoids? ",ReqGameInfo
3794,"Hi, who's the developer and game tag for Escape the Enterprise/逃离企业号? ",ReqGameInfo
3795,"Hi, who's the developer and game tag for Alpha Polaris : A Horror Adventure Game? ",ReqGameInfo
3796,"Hi, who's the developer and game tag for Kingdom City Drowning Episode 1 - The Champion? ",ReqGameInfo
3797,"Hi, who's the developer and game tag for Hentai Memory? ",ReqGameInfo
3798,"Hey, what's the genre and category for Dogs of War: Kill to Survive? ",ReqGameInfo
3799,"Hey, what's the genre and category for The Hero Unmasked!? ",ReqGameInfo
3800,"Hey, what's the genre and category for Mystery Case Files: Return to Ravenhearst™? ",ReqGameInfo
3801,"Hey, what's the genre and category for Aimtastic? ",ReqGameInfo
3802,"Hey, what's the genre and category for Angvik? ",ReqGameInfo
3803,"Hey, what's the genre and category for Erotic Jigsaw Challenge Vol. 1? ",ReqGameInfo
3804,"Hey, what's the genre and category for RainWallpaper? ",ReqGameInfo
3805,"Hey, what's the genre and category for Freedom Defender? ",ReqGameInfo
3806,"Hey, what's the genre and category for RealmCraft? ",ReqGameInfo
3807,"Hey, what's the genre and category for Keyhole Spy: Frozen Hotties? ",ReqGameInfo
3808,What's the release date and genre of Farming Simulator 17? ,ReqGameInfo
3809,What's the release date and genre of Tactical Mind? ,ReqGameInfo
3810,What's the release date and genre of SUGURI? ,ReqGameInfo
3811,"What's the release date and genre of Codename: Panzers, Phase Two? ",ReqGameInfo
3812,What's the release date and genre of Epic Snowday Adventure? ,ReqGameInfo
3813,What's the release date and genre of Mega Man X Legacy Collection / ロックマンX アニバーサリー コレクション? ,ReqGameInfo
3814,What's the release date and genre of Payroll? ,ReqGameInfo
3815,What's the release date and genre of OverKill? ,ReqGameInfo
3816,What's the release date and genre of Block Shock? ,ReqGameInfo
3817,What's the release date and genre of KAMUI? ,ReqGameInfo
